invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I908350,C961315,Female,43,Clothing,2,99.38,Debit Card,11/06/2022,Emaar Square Mall
I710269,C282198,Female,50,Cosmetics,2,42.26,Credit Card,11/12/2021,Metrocity
I654594,C599813,Female,27,Clothing,4,97.53,Cash,31/08/2022,Viaport Outlet
I247718,C650745,Female,25,Technology,1,341.02,Cash,19/07/2022,Istinye Park
I408987,C611937,Female,57,Souvenir,5,32.02,Credit Card,22/11/2022,Emaar Square Mall
I745263,C386431,Female,28,Shoes,3,174.54,Debit Card,19/01/2023,Istinye Park
I458745,C663049,Male,25,Food & Beverage,5,20.89,Credit Card,16/11/2022,Istinye Park
I207512,C477640,Male,38,Food & Beverage,5,69.03,Credit Card,11/09/2021,Cevahir AVM
I247443,C439905,Male,55,Clothing,1,70.43,Debit Card,06/10/2022,Emaar Square Mall
I570587,C795214,Female,57,Clothing,3,27.21,Cash,20/06/2022,Kanyon
I473616,C684986,Female,54,Clothing,2,29.81,Cash,03/04/2021,Cevahir AVM
I757409,C906548,Female,28,Cosmetics,3,141.01,Credit Card,06/08/2021,Viaport Outlet
I786976,C929807,Male,35,Cosmetics,2,97.36,Cash,13/08/2022,Torium
I465871,C423674,Female,36,Food & Beverage,3,29.35,Cash,25/12/2022,Istinye Park
I475037,C372097,Male,64,Books,3,45.05,Debit Card,04/11/2022,Metropol AVM
I907364,C855056,Female,21,Books,2,15.87,Cash,04/03/2022,Metropol AVM
I217796,C282410,Male,53,Cosmetics,2,147.26,Credit Card,10/07/2021,Cevahir AVM
I391999,C906230,Male,46,Books,2,53.41,Debit Card,25/09/2022,Emaar Square Mall
I292506,C585489,Female,61,Clothing,5,71.29,Credit Card,14/04/2022,Metropol AVM
I798376,C978613,Male,32,Toys,3,55.29,Credit Card,09/12/2022,Cevahir AVM
I369544,C826038,Male,42,Shoes,3,89.83,Debit Card,23/02/2021,Viaport Outlet
I480002,C862944,Female,67,Books,2,53.97,Credit Card,31/12/2022,Torium
I798002,C517338,Female,54,Toys,4,29.46,Credit Card,09/04/2021,Viaport Outlet
I639439,C391275,Male,40,Clothing,2,96.51,Cash,11/11/2022,Emaar Square Mall
I690978,C513272,Female,59,Cosmetics,3,48.38,Cash,10/01/2022,Zorlu Center
I628787,C888165,Male,33,Toys,3,59.96,Credit Card,07/07/2022,Emaar Square Mall
I630583,C249360,Female,23,Cosmetics,4,78.98,Debit Card,20/02/2023,Metrocity
I488215,C781456,Female,38,Shoes,3,186.23,Credit Card,09/03/2021,Viaport Outlet
I421184,C388225,Female,41,Cosmetics,5,80.13,Cash,30/12/2022,Torium
I898615,C495803,Female,62,Books,5,61.82,Cash,05/12/2021,Metrocity
I522515,C830008,Female,34,Cosmetics,1,82.9,Debit Card,19/05/2021,Kanyon
I768234,C324977,Female,54,Clothing,1,72.16,Credit Card,23/02/2021,Kanyon
I478480,C180128,Male,44,Toys,4,38.51,Credit Card,21/08/2022,Mall of Istanbul
I132711,C706111,Female,43,Shoes,3,164.81,Cash,10/01/2022,Kanyon
I891971,C404173,Female,33,Shoes,3,138.78,Credit Card,02/04/2022,Metrocity
I601157,C851436,Female,38,Clothing,3,124.6,Debit Card,22/08/2022,Istinye Park
I284423,C746840,Female,35,Books,3,39.07,Credit Card,29/05/2022,Metrocity
I616349,C891179,Female,46,Cosmetics,5,78.95,Cash,15/03/2022,Kanyon
I803714,C432231,Male,63,Toys,2,58.39,Cash,09/05/2021,Emaar Square Mall
I757917,C303430,Female,62,Toys,4,49.12,Debit Card,14/11/2021,Metrocity
I924792,C751655,Female,57,Technology,2,330.19,Cash,10/03/2022,Mall of Istanbul
I837378,C316276,Female,21,Shoes,2,99.83,Cash,05/01/2022,Zorlu Center
I233272,C956475,Female,39,Souvenir,3,12.84,Cash,02/03/2022,Zorlu Center
I867836,C748350,Male,24,Clothing,3,79.8,Cash,18/03/2022,Metropol AVM
I802335,C346670,Male,48,Clothing,4,124.21,Credit Card,19/04/2022,Istinye Park
I907789,C396891,Male,55,Books,2,57.43,Debit Card,13/01/2023,Kanyon
I743409,C946816,Male,69,Shoes,4,115.13,Debit Card,08/12/2022,Kanyon
I177505,C941317,Female,24,Clothing,2,61.39,Credit Card,17/05/2021,Metropol AVM
I102869,C147575,Female,32,Cosmetics,2,81.77,Credit Card,30/11/2022,Zorlu Center
I881474,C339508,Male,57,Books,1,43.73,Debit Card,01/03/2023,Mall of Istanbul
I554351,C234253,Male,37,Toys,2,48.69,Credit Card,30/01/2022,Istinye Park
I412252,C809383,Male,21,Clothing,5,113.21,Debit Card,17/04/2021,Cevahir AVM
I736584,C762313,Female,22,Books,3,17.78,Debit Card,29/09/2021,Viaport Outlet
I718467,C714842,Male,54,Shoes,1,49.92,Credit Card,20/11/2022,Emaar Square Mall
I190272,C114800,Female,52,Clothing,1,47.6,Debit Card,05/08/2021,Zorlu Center
I138467,C659949,Female,41,Cosmetics,5,113.86,Credit Card,17/02/2022,Metrocity
I909760,C147711,Male,22,Shoes,3,142.26,Credit Card,26/03/2021,Cevahir AVM
I977844,C136412,Female,65,Books,5,61.41,Debit Card,07/09/2021,Mall of Istanbul
I580047,C509226,Male,21,Technology,1,330.55,Credit Card,03/12/2021,Cevahir AVM
I759347,C262533,Female,59,Shoes,3,174.57,Debit Card,16/03/2021,Torium
I158871,C133311,Female,69,Cosmetics,5,37.31,Debit Card,16/09/2021,Emaar Square Mall
I228391,C506403,Female,22,Clothing,2,90.35,Cash,11/07/2022,Metrocity
I539430,C475708,Female,42,Toys,5,57.55,Credit Card,10/07/2022,Cevahir AVM
I710704,C903460,Male,48,Technology,2,211.45,Credit Card,30/04/2021,Mall of Istanbul
I956703,C211850,Female,20,Clothing,2,48.18,Debit Card,20/01/2023,Mall of Istanbul
I930496,C705003,Female,52,Books,4,14.65,Debit Card,22/02/2022,Metropol AVM
I356687,C650634,Female,56,Cosmetics,1,118.91,Debit Card,24/03/2022,Zorlu Center
I825451,C406982,Female,43,Cosmetics,1,78.67,Cash,23/01/2023,Emaar Square Mall
I207450,C300440,Female,67,Books,4,23.85,Cash,01/02/2022,Metrocity
I271890,C386742,Male,32,Shoes,2,128.25,Credit Card,30/01/2023,Mall of Istanbul
I538741,C688512,Male,62,Clothing,5,67.53,Credit Card,14/05/2022,Istinye Park
I381974,C526127,Female,20,Shoes,1,141.95,Credit Card,06/06/2022,Emaar Square Mall
I500109,C405643,Female,63,Clothing,3,113.01,Credit Card,15/06/2021,Istinye Park
I216381,C949290,Female,23,Clothing,4,79.87,Debit Card,16/02/2023,Metropol AVM
I573125,C153831,Female,57,Food & Beverage,3,62.52,Debit Card,22/06/2022,Istinye Park
I671621,C562048,Female,40,Toys,2,68.49,Debit Card,14/10/2022,Torium
I234508,C690895,Male,67,Clothing,1,46.54,Debit Card,03/08/2022,Torium
I829650,C667841,Male,69,Books,4,50.92,Credit Card,20/11/2022,Metrocity
I962645,C172084,Male,33,Food & Beverage,3,72.05,Credit Card,02/02/2023,Metrocity
I499111,C319901,Female,56,Clothing,1,119.02,Credit Card,30/07/2022,Torium
I250810,C376030,Female,50,Shoes,3,92.36,Credit Card,21/02/2021,Kanyon
I392890,C756912,Female,38,Cosmetics,5,61.66,Credit Card,30/05/2021,Kanyon
I673665,C956304,Male,21,Clothing,4,122.39,Debit Card,16/01/2021,Metropol AVM
I940477,C308161,Male,20,Cosmetics,5,36.81,Cash,30/09/2022,Viaport Outlet
I460032,C420767,Female,50,Toys,5,51.07,Cash,06/08/2021,Istinye Park
I469599,C593490,Female,47,Clothing,3,25.32,Credit Card,13/11/2022,Viaport Outlet
I760960,C765960,Female,38,Food & Beverage,5,42.62,Credit Card,12/06/2022,Metrocity
I850020,C827106,Female,30,Food & Beverage,3,40.52,Cash,26/01/2022,Torium
I979611,C782263,Male,52,Books,3,40.68,Cash,14/11/2021,Metropol AVM
I271836,C850997,Female,41,Clothing,1,43.96,Cash,17/02/2021,Cevahir AVM
I829903,C825769,Female,23,Food & Beverage,2,72.64,Debit Card,03/02/2023,Istinye Park
I145714,C232100,Male,23,Clothing,2,52.2,Cash,13/01/2021,Kanyon
I727234,C557246,Female,43,Books,5,13.43,Cash,26/05/2022,Emaar Square Mall
I996048,C619319,Female,54,Technology,4,366.38,Credit Card,01/10/2022,Cevahir AVM
I730271,C637866,Female,28,Shoes,1,71.07,Credit Card,26/04/2021,Emaar Square Mall
I566960,C618706,Female,61,Clothing,2,74.6,Cash,11/04/2021,Mall of Istanbul
I811851,C368022,Male,50,Food & Beverage,5,56.55,Credit Card,20/06/2022,Zorlu Center
I224123,C430061,Female,49,Clothing,1,40.58,Credit Card,07/02/2022,Metrocity
I405628,C261773,Female,55,Clothing,1,91.42,Cash,23/10/2022,Metropol AVM
I182989,C224547,Male,18,Cosmetics,2,78.89,Credit Card,13/12/2022,Mall of Istanbul
I398356,C476967,Female,61,Technology,5,280.66,Debit Card,05/02/2022,Emaar Square Mall
I929957,C170150,Female,62,Cosmetics,4,65.51,Credit Card,30/08/2022,Emaar Square Mall
I278274,C255106,Female,18,Cosmetics,1,38.54,Credit Card,14/02/2021,Istinye Park
I787995,C360214,Male,57,Cosmetics,1,137.04,Credit Card,28/12/2021,Cevahir AVM
I425352,C119743,Male,33,Technology,4,100.87,Debit Card,29/09/2021,Metrocity
I920260,C681973,Male,43,Shoes,1,90.26,Credit Card,23/04/2021,Metrocity
I511927,C930957,Female,59,Cosmetics,3,33.71,Credit Card,07/06/2021,Viaport Outlet
I889852,C326282,Male,49,Clothing,2,61.94,Credit Card,14/05/2022,Torium
I983184,C202105,Female,54,Cosmetics,2,36.31,Credit Card,09/12/2022,Metropol AVM
I231373,C745746,Male,35,Technology,1,314.12,Cash,12/07/2022,Cevahir AVM
I538452,C163651,Male,18,Shoes,4,95.2,Cash,18/01/2021,Kanyon
I215294,C272316,Male,62,Shoes,2,150.43,Credit Card,06/05/2022,Metropol AVM
I559451,C453219,Male,18,Toys,1,20.04,Cash,26/07/2022,Torium
I748307,C959358,Female,47,Books,4,13.26,Cash,24/05/2021,Kanyon
I165726,C781557,Female,33,Books,4,49.08,Debit Card,10/02/2022,Torium
I241564,C396636,Female,37,Shoes,1,46.53,Credit Card,19/09/2021,Kanyon
I477812,C567320,Female,39,Clothing,4,65.33,Debit Card,26/10/2022,Emaar Square Mall
I368246,C509927,Male,56,Shoes,1,134.1,Cash,02/03/2023,Metrocity
I805696,C176116,Male,57,Clothing,2,124.09,Credit Card,29/10/2021,Cevahir AVM
I218015,C197967,Male,42,Cosmetics,1,109.36,Cash,11/06/2022,Kanyon
I840674,C762645,Male,36,Food & Beverage,1,66.49,Cash,06/12/2022,Emaar Square Mall
I354079,C406357,Female,37,Toys,5,93.36,Credit Card,12/03/2021,Metropol AVM
I650929,C253155,Female,31,Food & Beverage,4,47.2,Credit Card,10/07/2022,Emaar Square Mall
I789944,C648329,Male,26,Food & Beverage,2,73.99,Cash,09/02/2023,Cevahir AVM
I788105,C252057,Female,18,Toys,2,85.64,Cash,29/04/2022,Zorlu Center
I613758,C328676,Female,53,Cosmetics,3,65.17,Debit Card,26/05/2022,Emaar Square Mall
I465890,C719199,Male,46,Cosmetics,5,58.03,Cash,08/01/2022,Zorlu Center
I545101,C328545,Female,27,Clothing,5,78.45,Credit Card,23/06/2021,Metropol AVM
I136631,C491345,Female,60,Shoes,4,84.71,Credit Card,08/12/2022,Istinye Park
I866577,C383591,Male,66,Cosmetics,4,100.7,Credit Card,14/11/2022,Metrocity
I172991,C714958,Female,21,Cosmetics,4,119.8,Cash,27/10/2022,Cevahir AVM
I104014,C398947,Female,31,Toys,1,23.27,Credit Card,24/07/2022,Cevahir AVM
I373237,C174636,Male,57,Toys,1,90.38,Cash,22/07/2021,Kanyon
I118070,C941115,Female,64,Shoes,3,161.88,Debit Card,21/04/2021,Istinye Park
I922209,C604741,Female,62,Toys,1,86.47,Debit Card,18/06/2022,Torium
I156958,C744699,Female,62,Food & Beverage,4,21.63,Cash,27/07/2022,Metrocity
I182074,C553644,Male,21,Clothing,1,55.41,Cash,01/08/2021,Zorlu Center
I635017,C526260,Male,34,Books,1,37.61,Credit Card,25/09/2022,Torium
I855073,C614486,Male,49,Cosmetics,4,77.45,Cash,24/03/2021,Kanyon
I276089,C404165,Female,68,Food & Beverage,2,35.56,Credit Card,04/07/2022,Mall of Istanbul
I297392,C418259,Female,52,Souvenir,5,28.95,Cash,21/05/2021,Torium
I258823,C708025,Female,46,Technology,3,111.01,Credit Card,25/02/2021,Metrocity
I730152,C571000,Female,49,Cosmetics,4,32.85,Cash,04/02/2022,Kanyon
I493002,C138677,Female,25,Clothing,1,119.47,Cash,05/03/2021,Metrocity
I833429,C313426,Female,28,Shoes,1,138.03,Cash,01/08/2022,Cevahir AVM
I598863,C984467,Female,49,Cosmetics,1,64.14,Debit Card,06/03/2021,Zorlu Center
I467654,C215955,Female,25,Clothing,1,124.0,Debit Card,06/12/2022,Torium
I679036,C240103,Male,42,Souvenir,3,16.76,Cash,30/12/2021,Torium
I630089,C238788,Male,53,Clothing,2,85.93,Credit Card,10/05/2021,Istinye Park
I250262,C926087,Male,19,Clothing,1,32.49,Debit Card,05/08/2022,Metrocity
I542905,C293708,Male,46,Cosmetics,3,47.8,Debit Card,26/11/2021,Viaport Outlet
I335362,C653591,Female,65,Clothing,5,62.66,Credit Card,11/07/2022,Kanyon
I544209,C404469,Male,46,Cosmetics,2,44.34,Debit Card,04/03/2022,Metropol AVM
I653880,C532972,Male,53,Cosmetics,4,67.45,Cash,07/07/2021,Zorlu Center
I897079,C794180,Female,54,Clothing,4,98.11,Cash,14/01/2021,Zorlu Center
I764076,C530093,Male,51,Shoes,1,104.4,Cash,16/12/2022,Kanyon
I319963,C647822,Male,44,Cosmetics,1,123.54,Cash,02/02/2022,Kanyon
I580761,C180224,Female,31,Souvenir,5,19.76,Cash,21/10/2021,Metrocity
I348710,C690982,Female,44,Clothing,3,79.64,Debit Card,19/03/2022,Zorlu Center
I320984,C606825,Male,69,Toys,2,64.03,Credit Card,18/03/2022,Emaar Square Mall
I997059,C781659,Male,29,Technology,2,79.32,Cash,16/09/2021,Metropol AVM
I956748,C622681,Female,39,Technology,3,206.67,Credit Card,08/07/2021,Mall of Istanbul
I882355,C341629,Female,41,Cosmetics,5,61.15,Cash,21/09/2021,Metrocity
I364512,C973850,Male,36,Food & Beverage,5,43.31,Credit Card,13/12/2021,Torium
I701863,C674006,Male,43,Clothing,5,40.22,Cash,07/08/2022,Cevahir AVM
I368799,C940481,Female,38,Books,2,35.96,Credit Card,24/05/2021,Istinye Park
I337549,C678554,Female,33,Clothing,4,75.09,Cash,15/12/2021,Metrocity
I694319,C826951,Female,60,Clothing,3,53.62,Cash,12/09/2022,Metropol AVM
I584299,C660739,Female,27,Food & Beverage,4,42.24,Credit Card,06/02/2023,Kanyon
I712210,C360916,Female,52,Food & Beverage,2,51.25,Credit Card,08/02/2021,Metropol AVM
I548982,C267070,Female,39,Clothing,1,83.46,Debit Card,31/07/2021,Emaar Square Mall
I224046,C977767,Male,65,Cosmetics,1,36.67,Cash,28/10/2021,Kanyon
I506619,C750304,Male,58,Food & Beverage,1,63.59,Cash,21/03/2021,Metropol AVM
I132097,C588118,Female,44,Technology,5,177.94,Debit Card,18/03/2021,Torium
I766326,C543106,Female,35,Cosmetics,3,115.22,Cash,28/05/2022,Cevahir AVM
I749150,C438542,Male,29,Clothing,1,108.61,Debit Card,25/01/2022,Viaport Outlet
I330229,C889595,Female,40,Souvenir,1,14.26,Debit Card,28/11/2022,Cevahir AVM
I218834,C659243,Female,40,Technology,4,159.93,Debit Card,28/07/2021,Cevahir AVM
I193848,C977568,Female,51,Books,4,43.06,Debit Card,27/11/2021,Emaar Square Mall
I152921,C280490,Female,23,Technology,1,371.05,Cash,03/08/2021,Viaport Outlet
I805086,C287442,Female,38,Shoes,4,93.58,Debit Card,24/06/2022,Istinye Park
I750429,C658448,Female,42,Books,2,48.36,Credit Card,16/02/2022,Istinye Park
I805660,C933985,Male,54,Shoes,3,176.03,Cash,21/05/2022,Cevahir AVM
I384821,C938188,Female,54,Clothing,1,101.76,Debit Card,29/12/2022,Cevahir AVM
I155609,C984204,Female,61,Toys,5,55.82,Debit Card,13/09/2021,Metrocity
I327897,C144103,Male,52,Books,3,52.41,Cash,27/04/2022,Viaport Outlet
I131024,C931262,Female,34,Shoes,3,165.1,Debit Card,14/08/2021,Kanyon
I170313,C641268,Female,33,Books,3,21.87,Cash,20/05/2022,Torium
I489957,C588628,Female,56,Clothing,4,31.25,Credit Card,29/06/2021,Metrocity
I284078,C438860,Male,19,Cosmetics,1,132.01,Credit Card,13/12/2021,Istinye Park
I457429,C453090,Female,41,Clothing,5,31.84,Debit Card,27/02/2023,Emaar Square Mall
I561243,C764280,Female,60,Cosmetics,4,114.27,Credit Card,30/01/2021,Torium
I213632,C730568,Male,35,Souvenir,3,16.95,Credit Card,16/08/2022,Viaport Outlet
I351451,C917307,Female,26,Shoes,1,87.5,Debit Card,28/06/2022,Istinye Park
I103051,C984669,Male,50,Books,5,19.13,Debit Card,28/09/2022,Metropol AVM
I804107,C324091,Male,64,Cosmetics,3,50.33,Credit Card,10/04/2022,Metropol AVM
I476836,C347681,Female,22,Toys,2,41.16,Credit Card,06/01/2023,Viaport Outlet
I711523,C375271,Female,47,Books,4,34.0,Debit Card,27/09/2022,Mall of Istanbul
I821772,C659680,Male,40,Shoes,1,121.4,Debit Card,15/07/2021,Cevahir AVM
I289407,C944692,Male,68,Clothing,5,80.83,Cash,29/05/2022,Cevahir AVM
I549395,C895278,Female,54,Cosmetics,1,129.51,Cash,13/01/2023,Cevahir AVM
I562894,C970326,Female,32,Food & Beverage,4,65.95,Credit Card,21/11/2022,Viaport Outlet
I311810,C194599,Female,68,Technology,1,102.28,Cash,22/06/2022,Kanyon
I827975,C812021,Female,61,Technology,5,343.83,Debit Card,25/06/2021,Mall of Istanbul
I173523,C492934,Female,65,Books,1,42.32,Debit Card,04/07/2022,Istinye Park
I860463,C840371,Female,26,Clothing,4,43.59,Credit Card,13/06/2021,Metrocity
I194476,C141292,Female,25,Clothing,1,60.51,Credit Card,13/04/2021,Emaar Square Mall
I333841,C749407,Male,23,Toys,3,63.8,Cash,16/02/2021,Mall of Istanbul
I903451,C736249,Female,54,Food & Beverage,2,50.2,Cash,18/02/2021,Viaport Outlet
I970045,C354246,Female,58,Clothing,3,71.4,Credit Card,27/09/2022,Cevahir AVM
I322866,C327462,Male,19,Toys,2,40.54,Debit Card,16/05/2021,Cevahir AVM
I186672,C624216,Female,68,Shoes,2,123.57,Cash,08/12/2022,Cevahir AVM
I698135,C966506,Female,47,Toys,5,52.39,Debit Card,23/07/2022,Metrocity
I444894,C922942,Male,28,Toys,3,34.04,Debit Card,08/11/2022,Cevahir AVM
I834994,C722241,Female,26,Food & Beverage,1,61.17,Cash,27/06/2021,Emaar Square Mall
I128251,C847210,Male,64,Food & Beverage,3,33.07,Cash,14/09/2022,Cevahir AVM
I727769,C241399,Female,52,Clothing,2,85.94,Credit Card,28/03/2022,Emaar Square Mall
I474710,C110584,Female,51,Souvenir,3,18.48,Credit Card,01/03/2021,Emaar Square Mall
I650233,C217298,Male,39,Clothing,4,93.05,Credit Card,14/10/2022,Kanyon
I977284,C499031,Male,34,Food & Beverage,2,58.38,Debit Card,05/05/2022,Istinye Park
I132217,C484864,Female,67,Shoes,3,167.08,Cash,28/09/2022,Istinye Park
I108308,C234940,Male,44,Food & Beverage,1,74.21,Cash,30/09/2021,Cevahir AVM
I368093,C886681,Female,30,Cosmetics,4,106.62,Credit Card,06/01/2022,Torium
I283062,C278494,Male,40,Clothing,1,37.85,Cash,25/02/2023,Emaar Square Mall
I494366,C157044,Female,41,Toys,1,49.33,Cash,25/10/2021,Zorlu Center
I844840,C820368,Male,21,Toys,1,70.59,Credit Card,28/04/2022,Viaport Outlet
I200235,C475072,Female,39,Clothing,2,83.4,Cash,17/11/2021,Cevahir AVM
I174740,C744101,Female,61,Clothing,2,71.43,Cash,26/06/2022,Istinye Park
I478496,C407748,Female,22,Cosmetics,5,120.89,Credit Card,10/03/2021,Cevahir AVM
I953049,C636244,Male,35,Toys,3,79.97,Credit Card,30/01/2022,Metropol AVM
I850201,C212897,Female,57,Toys,3,94.17,Credit Card,27/04/2021,Metrocity
I903328,C735497,Female,67,Food & Beverage,4,71.61,Cash,29/04/2021,Metropol AVM
I277247,C923517,Male,52,Cosmetics,5,135.56,Cash,22/05/2021,Emaar Square Mall
I763165,C745432,Male,57,Clothing,5,58.07,Credit Card,17/09/2022,Emaar Square Mall
I629525,C399355,Female,47,Toys,5,31.93,Cash,17/10/2021,Istinye Park
I120056,C983551,Female,63,Shoes,1,127.13,Cash,18/12/2022,Kanyon
I276615,C262420,Male,49,Books,5,23.88,Cash,27/11/2021,Cevahir AVM
I287628,C600402,Male,55,Toys,3,24.47,Credit Card,13/07/2022,Emaar Square Mall
I738836,C155386,Female,30,Cosmetics,4,120.84,Cash,05/06/2022,Metropol AVM
I473632,C616006,Female,33,Technology,2,324.91,Debit Card,15/02/2021,Torium
I234415,C525621,Male,62,Toys,3,77.46,Cash,16/12/2021,Kanyon
I506716,C116677,Male,44,Clothing,3,94.35,Cash,17/08/2022,Emaar Square Mall
I546438,C839519,Female,65,Clothing,4,39.61,Cash,26/11/2022,Metrocity
I653663,C902340,Female,27,Food & Beverage,3,64.97,Debit Card,27/01/2022,Metropol AVM
I765022,C488195,Female,30,Food & Beverage,3,30.26,Credit Card,12/09/2022,Torium
I641252,C414149,Female,56,Food & Beverage,4,34.67,Credit Card,02/10/2021,Viaport Outlet
I737717,C124606,Male,55,Cosmetics,1,114.63,Credit Card,02/03/2022,Cevahir AVM
I352764,C591307,Female,53,Technology,4,131.85,Debit Card,16/02/2023,Zorlu Center
I814998,C817405,Female,24,Toys,5,74.52,Cash,30/07/2021,Zorlu Center
I566882,C907693,Female,47,Food & Beverage,2,18.29,Debit Card,02/05/2021,Metrocity
I840427,C124574,Female,38,Cosmetics,3,113.8,Cash,23/06/2022,Cevahir AVM
I612153,C825043,Female,24,Technology,4,178.79,Credit Card,10/01/2023,Istinye Park
I167215,C540794,Female,40,Technology,4,233.29,Credit Card,02/01/2023,Metrocity
I955474,C779254,Male,25,Souvenir,2,29.75,Credit Card,21/12/2021,Viaport Outlet
I244356,C294498,Male,44,Books,5,46.14,Cash,26/07/2021,Kanyon
I303861,C971209,Female,33,Clothing,4,84.67,Debit Card,20/02/2023,Zorlu Center
I455612,C767142,Female,69,Books,3,42.12,Cash,28/01/2021,Cevahir AVM
I554605,C653960,Male,51,Food & Beverage,4,72.19,Cash,07/09/2021,Istinye Park
I109435,C460120,Female,33,Technology,5,257.98,Credit Card,22/11/2022,Mall of Istanbul
I547556,C597893,Female,67,Souvenir,1,18.96,Cash,24/10/2021,Torium
I799438,C534889,Male,29,Cosmetics,2,147.34,Credit Card,12/06/2022,Kanyon
I965264,C763083,Female,53,Toys,2,46.91,Debit Card,26/02/2022,Zorlu Center
I675581,C313601,Male,33,Books,4,12.96,Credit Card,27/09/2022,Emaar Square Mall
I178781,C783964,Female,50,Cosmetics,5,58.26,Credit Card,17/03/2021,Mall of Istanbul
I291475,C707712,Female,41,Shoes,1,166.49,Credit Card,14/08/2021,Zorlu Center
I260196,C635711,Female,62,Souvenir,2,11.91,Cash,24/05/2021,Mall of Istanbul
I326507,C162302,Female,50,Technology,5,167.36,Credit Card,17/11/2021,Torium
I406063,C449595,Male,69,Food & Beverage,4,42.57,Debit Card,25/02/2023,Mall of Istanbul
I864121,C794659,Female,66,Shoes,4,173.29,Credit Card,29/04/2021,Metrocity
I876665,C649518,Male,30,Shoes,3,143.69,Cash,14/08/2022,Viaport Outlet
I790607,C515745,Female,25,Toys,1,33.05,Debit Card,27/02/2022,Kanyon
I221172,C217627,Male,29,Toys,2,23.44,Credit Card,21/07/2021,Mall of Istanbul
I456902,C362294,Female,57,Souvenir,2,35.57,Cash,17/04/2021,Emaar Square Mall
I584963,C372314,Male,56,Technology,3,121.79,Cash,14/12/2022,Metropol AVM
I555968,C554166,Female,39,Cosmetics,5,147.08,Cash,20/03/2021,Metropol AVM
I418717,C783746,Female,50,Technology,5,171.26,Credit Card,22/11/2021,Viaport Outlet
I159101,C126393,Female,52,Food & Beverage,3,56.0,Cash,16/07/2021,Viaport Outlet
I595972,C223632,Female,53,Technology,4,126.0,Credit Card,22/07/2022,Zorlu Center
I388790,C730177,Female,34,Toys,1,58.45,Cash,09/11/2022,Cevahir AVM
I990617,C974124,Female,32,Cosmetics,3,33.42,Credit Card,04/03/2022,Zorlu Center
I647337,C854855,Male,26,Shoes,4,138.27,Debit Card,15/09/2021,Istinye Park
I834965,C407827,Female,51,Clothing,4,26.14,Debit Card,28/01/2023,Istinye Park
I460260,C537170,Male,64,Clothing,4,27.02,Credit Card,31/12/2022,Viaport Outlet
I983811,C205481,Male,42,Cosmetics,4,80.45,Debit Card,05/01/2022,Emaar Square Mall
